country,cwed,rti,education,income,anti_immig
Norway,35,-0.3231235322585593,0.4967141530112327,0.7665079069861703,4.13339728275208
Norway,35,-0.1170619113649281,-0.23415337472333597,1.1462935650442452,3.7464696777371667
Norway,35,0.676093793601349,-0.4694743859349521,-0.6054713472174459,2.9647733328392336
Norway,35,-1.8187371288184317,0.24196227156603412,-1.2589531302274093,2.0788792222350643
Norway,35,0.687955047469516,-1.0128311203344238,-1.2328348205841806,2.354986350384241
Norway,35,-0.7894581780065038,1.465648768921554,0.7868469482111161,0.6058510989033539
Norway,35,0.31758342054895256,-0.5443827245251827,-1.1929862242004337,3.830704687138097
Norway,35,-0.022268898846427132,-0.600638689918805,-0.78168463474292,5.226312213173347
Norway,35,-0.9465409461651367,-0.013497224737933921,0.6512873173135844,1.531468041433559
Norway,35,-1.8472485494937003,0.2088635950047554,-0.9581170416163668,2.8187914326296424
Norway,35,-0.14115517892719073,0.7384665799954104,0.27671466408711276,2.2737605122188564
Norway,35,-0.056450991408266815,-1.4785219903674274,-1.1077720119515437,4.8958702243161305
Norway,35,-1.7241834556538451,0.3436182895684614,0.4310763203000667,2.055164251638677
Norway,35,0.8212774600791646,-0.6769220003059587,0.48633861784378146,4.385362749500633
Norway,35,0.057395871022962286,-0.8392175232226385,-0.1545980164884681,4.422092864587118
Norway,35,0.024576616140680574,-0.47917423784528995,-1.1246550981274677,2.1607613278828572
Norway,35,0.8956056967560614,0.812525822394198,0.34865481393283193,3.741525644652854
Norway,35,-0.7252621891636655,0.36163602504763415,0.46993449693054823,4.165172666416364
Norway,35,1.422509705876586,-0.03582603910995154,-2.1137091028267716,4.3356883753881945
Norway,35,-0.3039254427145492,0.08704706823817122,0.11693215534748747,0.8964292472023625
Norway,35,0.40927006949557654,-0.21967188783751193,1.072479291874457,2.5661718103567783
Norway,35,-0.1281838980688078,-0.8084936028931876,0.32807489271506557,3.67455364222101
Norway,35,0.673844771308836,-0.5297602037670388,-0.1872180624050871,4.387015852918685
Norway,35,-0.014074694387050446,-0.7020530938773524,-0.6647130694444023,1.9511679668735877
Norway,35,0.11650163413606998,0.29612027706457605,0.15215090384625674,2.6254379645351538
Norway,35,0.18756750633134261,-1.4153707420504142,-0.9818569842466227,3.041107301494519
Norway,35,0.42816005579948824,-0.16128571166600914,1.4283058651354197,3.198022093311199
Norway,35,-0.17002148047865626,0.25755039072276437,-1.406241776877851,2.951330810781455
Norway,35,2.192825817260347,0.06023020994102644,-0.1237736668543848,3.722374767500607
Norway,35,-1.0379255259754814,-0.03471176970524331,0.8969023667593948,3.4720135756683606
Norway,35,-1.1348614881324839,0.7910319470430469,1.517751422270403,0.8238855238326588
Norway,35,1.7366672257088727,0.5868570938002703,-0.4990005132044156,2.537507219959309
Norway,35,-0.49298863473963583,0.09965136508764122,-1.1907050623090856,3.039210071545188
Norway,35,0.8511546730621053,-1.0623037137261049,-1.266691244250095,5.377986320918023
Norway,35,0.023445952349386845,-0.7832532923362371,0.25918712772761726,2.139532807431279
Norway,35,1.0854445050125334,0.22745993460412942,-1.1722566203469176,3.405218454267438
Norway,35,0.5996874669002099,0.25988279424842353,-0.8596191715782537,1.7555014003293792
Norway,35,0.05850957966310838,0.5219415656168976,0.4613650630851501,3.051042836312634
Norway,35,0.4810382160762996,-0.6800247215784908,-0.10555438215030039,2.7324240241931674
Norway,35,-0.31986017563729385,1.8657745111447566,-0.020155542189740694,2.6617098721529664
Norway,35,1.0982488114591353,-0.9746816702273214,0.4395356280922626,2.8423547162445506
Norway,35,-0.013847617454880279,0.9633761292443218,1.139336192617753,4.298401775279035
Norway,35,-0.5802073015205924,-0.2453881160028705,-0.834305601701854,2.274272872902064
Norway,35,0.3378774611006212,-0.0771017094141042,0.18280178475696315,3.9150294174875038
Norway,35,1.3029799126904225,0.01300189187790702,-0.20522452065141136,5.9947866552538915
Norway,35,-1.0217087398806568,0.6256673477650062,-0.5438803245663868,3.0196850258411896
Norway,35,0.7319855588132231,-0.2234627853258509,0.2668587069959104,3.1586137210691065
Norway,35,-1.0246450149899162,-0.846793718068405,-0.7806088206878194,4.152927532428473
Norway,35,-1.2068023984928709,0.21409374413020396,0.24559161274604757,3.0123508666905563
Norway,35,0.49189556983142835,-0.883857436201133,-0.39536174334376656,2.436873708570606
Norway,35,0.3615911295920976,0.3577873603482833,1.0453346747143633,3.8426931303077447
Norway,35,-0.2929747887407741,-1.377669367957091,-0.2768064702116177,4.171706324163761
Norway,35,3.2614392670668297,0.5150476863060479,0.7142362517075576,4.458906025270185
Norway,35,0.2046514207779373,0.9540017634932023,0.22478548603432463,3.3004200742988212
Norway,35,0.09599333974902077,-0.7728252145375718,-0.7747034455320687,3.5649557591581194
Norway,35,-2.6064021000019766,2.3146585666735087,1.7063374356363652,-0.4619593180904378
Norway,35,1.1688282835864028,-0.47193186578943347,-0.1845419176183465,2.410441003444526
Norway,35,0.8977594577451955,-0.7153037092599682,-0.9419451600036934,3.847856851761368
Norway,35,-0.6046690488067609,0.045571839903813784,1.7379411914121676,3.316405173463535
Norway,35,0.9778659179555278,-2.025142586657607,-1.542000465143514,5.214777858230485
Norway,35,0.21374549805287119,-0.7925207384327007,0.007729453968015387,4.303991717600244
Norway,35,0.17906745056545698,-1.2002964070557762,-0.9801044524566531,3.0806429063129332
Norway,35,-0.34169815624757877,1.7654542402810969,-0.1259800433274878,2.979393199997461
Norway,35,0.08035625569097882,2.1221561970126332,-0.15441787425689424,1.4862008671913172
