name,essround,edition,proddate,idno,cntry,dweight,pspwght,pweight,anweight,tvtot,tvpol,rdtot,rdpol,nwsptot,nwsppol,netuse,ppltrst,pplfair,pplhlp,polintr,polcmpl,polactiv,poldcs,pltcare,pltinvt,trstlgl,trstplc,trstplt,trstep,trstun,trstprl,vote,prtvtat,prtvtbe,prtvtch,prtvtcz,prtvde1,prtvde2,prtvtdk,prtvtes,prtvtfi,prtvtfr,prtvtgb,prtvtgr,prtvthu,prtvtie,prtvtil,prtvtit,prtvtlu,prtvtnl,prtvtno,prtvtpl,prtvtpt,prtvtse,prtvtsi,contplt,wrkprty,wrkorg,badge,sgnptit,pbldmn,bctprd,bghtprd,dntmny,ilglpst,clsprty,prtclat,prtclbe,prtclch,prtclcz,prtclde,prtcldk,prtcles,prtclfi,prtclfr,prtclgb,prtclgr,prtclhu,prtclie,prtclil,prtclit,prtcllu,prtclnl,prtclno,prtclpl,prtclpt,prtclse,prtclsi,prtdgcl,mmbprty,prtmbat,prtmbbe,prtmbch,prtmbcz,prtmbde,prtmbdk,prtmbes,prtmbfi,prtmbfr,prtmbgb,prtmbgr,prtmbhu,prtmbie,prtmbil,prtmbit,prtmblu,prtmbnl,prtmbno,prtmbpl,prtmbpt,prtmbse,prtmbsi,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,dclenv,dclcrm,dclagr,dcldef,dclwlfr,dclaid,dclmig,dclintr,ginveco,gincdif,needtru,freehms,lawobey,prtyban,ecohenv,scnsenv,happy,sclmeet,inmdisc,sclact,crmvct,aesfdrk,health,hlthhmp,rlgblg,rlgdnm,rlgblge,rlgdnme,rlgdgr,rlgatnd,pray,dscrgrp,dscrrce,dscrntn,dscrrlg,dscrlng,dscretn,dscrage,dscrgnd,dscrsex,dscrdsb,dscroth,dscrdk,dscrref,dscrnap,dscrna,ctzcntr,ctzship,brncntr,cntbrth,livecntr,lnghoma,lnghomb,blgetmg,facntr,facntn,mocntr,mocntn,imgetn,eimgrpc,imgrpc,imsmetn,imdfetn,eimrcnt,eimpcnt,imrcntr,impcntr,qfimedu,qfimfml,qfimlng,qfimchr,qfimwht,qfimwlt,qfimwsk,qfimcmt,imwgdwn,imhecop,imfljob,imunplv,imsmrgt,imscrlv,imacrlv,imtcjob,imbleco,imbgeco,imueclt,imwbcnt,imwbcrm,imbghct,ctbfsmv,imrsprc,imsetbs,imsetmr,imdetbs,imdetmr,idetalv,acetalv,pplstrd,vrtrlg,comnlng,alwspsc,stimrdt,lwdscwp,lwpeth,imgfrnd,imgclg,shrrfg,rfgawrk,gvrfgap,rfgfrpc,rfgdtcn,rfggvfn,rfgbfml,noimbro,cpimpop,blncmig,sptcref,sptcna,sptcnn,sptcmmb,sptcptp,sptcdm,sptcvw,sptcfrd,cltofrd,trufrd,prfofrd,cnsofrd,hmnofrd,epaofrd,rlgofrd,prtyfrd,setofrd,sclcfrd,othvfrd,cltoref,cltona,cltonn,cltommb,cltoptp,cltodm,cltovw,truref,truna,trunn,trummb,truptp,trudm,truvw,prforef,prfona,prfonn,prfommb,prfoptp,prfodm,prfovw,cnsoref,cnsona,cnsonn,cnsommb,cnsoptp,cnsodm,cnsovw,hmnoref,hmnona,hmnonn,hmnommb,hmnoptp,hmnodm,hmnovw,epaoref,epaona,epaonn,epaommb,epaoptp,epaodm,epaovw,rlgoref,rlgona,rlgonn,rlgommb,rlgoptp,rlgodm,rlgovw,prtyref,prtyna,prtynn,prtymmb,prtyptp,prtydm,prtyvw,setoref,setona,setonn,setommb,setoptp,setodm,setovw,sclcref,sclcna,sclcnn,sclcmmb,sclcptp,sclcdm,sclcvw,othvref,othvna,othvnn,othvmmb,othvptp,othvdm,othvvw,impfml,impfrds,implsrt,imppol,impwrk,imprlg,impvo,hlpppl,discpol,impsppl,impvote,impoblw,impopin,impavo,impapol,yrlvdae,empl,wrkflex,wkdcorg,wkenvin,wkdcsin,wkchtsk,smbtjob,strtbsn,truwrkp,trusay,truiwkp,stfhwkp,imprwkc,imprwcr,imprwct,hhmmb,gndr,gndr2,gndr3,gndr4,gndr5,gndr6,gndr7,gndr8,gndr9,gndr10,gndr11,gndr12,gndr13,gndr14,gndr15,yrbrn,agea,yrbrn2,yrbrn3,yrbrn4,yrbrn5,yrbrn6,yrbrn7,yrbrn8,yrbrn9,yrbrn10,yrbrn11,yrbrn12,yrbrn13,yrbrn14,yrbrn15,rship2,rship3,rship4,rship5,rship6,rship7,rship8,rship9,rship10,rship11,rship12,rship13,rship14,rship15,domicil,edulvla,eisced,edlvbe,edlvch,edlvcz,edlvdk,edlves,edlvfr,edlvgb,edlvgr,edlvhu,edlvie,edlvil,edlvit,edlvlu,edlvnl,edlvno,edlvpl,edlvpt,edlvse,eduyrs,dngdk,dngref,dngna,pdwrk,edctn,uempla,uempli,dsbld,rtrd,cmsrv,hswrk,dngoth,mainact,mnactic,crpdwk,pdjobev,pdjobyr,emplrel,emplno,wrkctr,wrkctrhu,estsz,jbspv,njbspv,orgwrk,wkhct,wkhtot,iscoco,nacer1,uemp3m,uemp12m,uemp5yr,mbtru,hincsrc,hinctnt,hincfel,brwmny,partner,edulvlpa,dngdkp,dngrefp,dngnapp,dngnap,pdwrkp,edctnp,uemplap,uemplip,dsbldp,rtrdp,cmsrvp,hswrkp,dngothp,mnactp,crpdwkp,iscocop,emprelp,emplnop,jbspvp,njbspvp,wkhtotp,edulvlfa,emprf14,emplnof,jbspvf,occf14,occf14ie,edulvlma,emprm14,emplnom,jbspvm,occm14,occm14ie,atncrse,marital,martlfr,lvghw,lvgoptn,lvgptn,lvgptne,dvrcdev,chldhm,chldhhe,regionat,regionbe,regioach,regioncz,regionde,regiondk,regiones,regionfi,regionfr,regiongb,regiongr,regionhu,regionie,regionil,regionit,regionlu,regionnl,regionno,regionpl,regionpt,regionse,regionsi,intewde,ipcrtiv,imprich,ipeqopt,ipshabt,impsafe,impdiff,ipfrule,ipudrst,ipmodst,ipgdtim,impfree,iphlppl,ipsuces,ipstrgv,ipadvnt,ipbhprp,iprspot,iplylfr,impenv,imptrad,impfun,inwdd,inwmm,inwyr,inwshh,inwsmm,inwemm,inwehh,inwtm,spltadm,supqadm
ESS1e06_7,1,6.7,23.11.2023,962,AT,0.9786999821662903,0.7682520747184753,0.2714875042438507,0.20857083797454834,3,2,6,3,2,2,2,8,7,6,1,3,3,4,3,2,7,7,3,3,6,7,1,1,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,4,8,6,0,3,8,8,1,1,2,3,3,1,2,3,2,3,2,1,2,1,4,2,7,4,1,4,2,2,2,3,1,1,,,4,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,,1,,2,2,2,2,2,2,2,2,2,8,4,7,3,3,3,8,8,4,3,1,4,3,2,4,7,5,8,6,5,4,5,2,2,2,7,,,2,2,3,3,2,2,5,8,10,1,1,3,1,2,4,4,2,2,10,2,4,0,0,1,0,0,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,9,7,6,7,3,2,2,2,5,9,8,9,3,6,23,1,2,7,3,5,3,1,1,1,4,3,3,1,2,5,2,2,1,,,,,,,,,,,,,,1952,51,1952,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,5,0,,,,,,,,,,,,,,,,,,,14,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,,1,,1,,2,2,,2,35,35,3310,80,2,,,1,1,12,1,4,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,,,1310,1,,1,3000,60,4,1,,1,4,,3,2,1,,4,,1,1,,1,,,1,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,3,3,2,4,2,5,4,3,4,3,3,3,4,5,6,4,3,2,3,2,4,29,3,2003,18,0,0,19,60,9,1
ESS1e06_7,1,6.7,23.11.2023,752,AT,0.8263000249862671,1.0303622484207153,0.2714875042438507,0.2797304689884186,4,2,7,2,1,1,0,3,5,5,1,3,5,5,3,1,5,7,6,5,5,5,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,5,10,3,5,3,2,9,2,2,3,3,3,2,3,3,4,5,3,5,3,1,2,5,10,4,1,3,2,2,2,3,1,1,,,7,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,,1,,3,2,2,3,3,3,3,3,3,10,1,10,10,9,0,10,10,5,5,1,4,4,1,1,5,7,2,7,3,0,2,1,1,1,1,,,1,1,1,5,1,4,1,7,10,3,3,1,1,3,,1,2,4,5,4,4,0,0,0,0,0,1,0,2,,,,,,2,,1,,1,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,10,9,5,7,5,3,2,4,10,10,8,9,7,9,30,3,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,1935,68,1934,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,3,0,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,1,0,0,0,,6,2,2,,,,,,,,,,,,,,2,,,3,3,7,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,,2,,,,,,,2,1,,2,5,,2,3,,,,,1,4,,,,1,,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,5,5,1,2,1,2,1,1,2,2,2,1,1,1,4,2,2,1,1,2,2,13,3,2003,18,25,15,19,50,9,1
ESS1e06_7,1,6.7,23.11.2023,2663,AT,0.4860000014305115,0.7369561195373535,0.2714875042438507,0.20007437467575073,6,1,0,,1,1,7,4,3,1,1,3,1,5,3,3,7,7,6,0,4,4,1,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,5,10,3,7,7,,10,3,2,2,2,3,3,3,3,1,5,2,4,1,1,4,5,10,6,2,2,2,1,3,3,1,1,,,8,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,,1,,2,2,2,2,2,2,2,2,2,3,0,0,2,10,0,10,8,5,5,5,5,1,1,4,7,5,8,6,5,5,7,1,4,3,0,,,2,1,5,2,1,5,5,0,0,2,4,,5,5,,1,2,5,10,3,3,0,0,1,0,0,0,0,,1,,,2,2,,,,,1,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,7,8,10,5,1,1,1,10,10,10,10,5,5,6,3,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,1940,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,,,,,,,,,,,,,,,,,,,17,0,0,0,0,0,0,0,0,1,0,0,0,,6,2,1,1996,1,,1,,2,1,19,1,40,70,1317,72,2,,,3,3,7,1,4,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,5,1,,1,1,,3,3,,,,,2,4,,,,2,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,1,6,4,1,1,1,1,1,4,4,1,3,1,1,1,4,2,3,4,4,5,26,8,2003,19,0,30,20,90,10,1
ESS1e06_7,1,6.7,23.11.2023,2389,AT,0.9327999949455261,0.46617424488067627,0.2714875042438507,0.12656047940254211,0,,0,,0,,0,0,0,0,3,4,1,3,1,1,10,10,5,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,8,8,8,9,9,9,1,1,3,3,1,1,1,1,,3,,,2,,,,7,7,1,4,2,1,1,3,1,1,,,7,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,2,GB,5,GER,ENG,2,1,,1,,3,3,3,3,3,3,3,3,3,10,0,10,0,0,0,5,0,2,2,,4,2,,,5,5,5,5,5,3,3,,,,,,,4,1,2,,1,,,6,8,,4,,,,4,4,,1,18,3,3,0,0,0,1,0,0,0,1,1,,2,,,,1,,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,9,8,5,3,6,3,4,6,10,10,10,10,6,4,6,3,,,,,,,,,,,,,,,3,1,2,1,,,,,,,,,,,,,1967,36,1969,1997,,,,,,,,,,,,,1,2,,,,,,,,,,,,,4,2,0,,,,,,,,,,,,,,,,,,,8,0,0,0,0,0,0,1,0,0,0,0,0,,4,2,1,2002,1,,2,,1,2,,3,30,30,5220,50,1,2,1,3,4,6,4,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,,,5141,1,,2,,21,3,1,,2,6,,2,3,,,,,2,5,,,,1,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,3,4,3,2,4,3,1,3,1,2,5,3,2,2,3,2,3,5,9,2003,14,0,30,15,90,10,1
ESS1e06_7,1,6.7,23.11.2023,423,AT,0.9495000243186951,1.1839876174926758,0.2714875042438507,0.3214378356933594,5,2,2,2,2,1,0,4,8,5,3,3,1,3,1,2,7,8,5,0,0,9,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,4,5,5,3,6,6,4,4,1,1,3,1,1,2,1,1,3,1,3,1,1,,,6,4,1,1,2,2,3,2,1,1,,,8,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,GER,000,2,1,,1,,,,,,,,,,,,7,9,9,,,8,8,,1,1,1,,1,1,,,,,,,,1,1,6,6,,,2,1,1,4,1,1,1,,,3,3,,,,,,3,3,15,,,0,0,1,0,0,0,0,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,9,9,4,9,9,0,4,2,9,9,9,9,0,0,60,3,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,1927,76,1905,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,10,0,0,0,0,0,0,0,0,1,0,0,0,,6,2,1,1996,1,,2,,2,2,,3,40,40,,,2,,,2,3,7,2,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,,2,,,,,,,2,1,,2,5,,1,3,,,,,2,1,,1,,,,2,2,1,3,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,2,1,1,1,1,1,1,2,1,4,1,1,1,1,1,4,1,5,2003,19,0,10,20,70,10,1
ESS1e06_7,1,6.7,23.11.2023,1274,BE,1.0,0.6804042458534241,0.4478399157524109,0.304712176322937,3,2,2,1,1,1,7,6,5,3,2,3,2,4,3,3,4,8,5,3,8,6,1,,3,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,4,8,6,7,4,2,7,1,2,1,2,2,1,1,,4,2,1,1,4,1,4,2,8,7,1,2,1,1,2,2,2,,1,1,0,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,66,1,66,,DUT,000,2,1,,1,,,2,2,2,2,2,2,2,2,0,5,0,0,0,,0,7,,4,2,2,3,3,5,5,5,7,7,3,4,5,2,3,0,0,0,0,2,1,4,2,1,4,4,10,0,2,1,3,3,4,3,3,4,5,10,,4,0,0,0,0,1,0,0,1,,1,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,8,8,5,8,0,2,6,3,8,3,7,10,5,0,9,1,8,10,7,10,10,3,1,1,5,6,1,1,2,2,4,1,2,1,2,,,,,,,,,,,,1967,35,1970,1996,1998,,,,,,,,,,,,1,2,2,,,,,,,,,,,,5,5,6,7,,,,,,,,,,,,,,,,,,15,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,,1,,1,,4,2,,1,37,40,2149,72,2,,,1,1,8,2,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,,,5133,1,,1,6,18,3,1,,1,5,,5,3,,,,,2,1,,1,,,2,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,5,2,3,5,2,5,2,3,3,2,3,3,3,3,3,4,2,1,5,3,1,10,2002,20,28,10,22,102,11,1
ESS1e06_7,1,6.7,23.11.2023,149,BE,1.0,0.8459551334381104,0.4478399157524109,0.3788524866104126,3,2,1,1,1,1,7,7,7,8,1,1,5,3,3,3,7,6,7,7,7,9,1,,13,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,2,1,,14,,,,,,,,,,,,,,,,,,,,,2,1,,14,,,,,,,,,,,,,,,,,,,,,9,8,6,7,9,8,7,2,1,2,2,3,1,1,1,4,3,3,1,2,2,2,2,8,6,1,4,2,3,2,3,2,,2,,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,FRE,000,2,1,,1,,3,3,2,1,2,2,2,2,2,7,8,8,5,5,,7,10,3,2,2,2,3,2,3,6,6,7,8,7,6,7,2,3,4,4,6,4,2,1,2,3,1,2,3,2,0,3,3,2,3,4,3,4,3,3,35,3,2,0,0,0,0,0,0,1,2,1,,2,,2,,,1,2,,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,5,3,0,10,5,10,6,5,10,7,10,7,10,5,,3,,,,,,,,,,,,,,,6,1,1,2,2,1,1,,,,,,,,,,1974,28,1932,1933,1954,1961,1998,,,,,,,,,,4,4,3,4,2,,,,,,,,,,3,3,4,5,,,,,,,,,,,,,,,,,,14,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,,1,,1,,1,1,3,1,36,50,3460,92,1,2,2,3,1,8,2,3,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,,,,,2,1,,2,7,,2,3,,,,2,1,,1,,,3,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,1,1,1,2,3,1,1,2,1,1,2,2,3,2,4,3,1,15,10,2002,17,10,,,,13,1
ESS1e06_7,1,6.7,23.11.2023,606,BE,1.0,0.7395306825637817,0.4478399157524109,0.33119136095046997,6,3,7,2,0,,2,1,2,1,2,3,1,2,3,1,2,3,3,5,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,7,4,5,6,,5,1,1,1,1,1,1,1,2,4,3,1,4,1,1,2,3,10,5,1,3,1,2,2,3,2,,2,,3,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,FRE,000,2,1,,2,1,2,2,3,3,3,2,2,3,2,5,4,4,0,0,,7,10,2,2,5,2,2,2,4,2,1,1,7,2,2,5,1,4,5,5,4,4,2,1,2,4,1,5,2,8,10,3,3,2,2,4,2,2,3,4,15,2,5,0,0,0,1,0,0,0,2,,2,,,2,2,,,2,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,8,7,1,8,2,3,5,7,7,9,9,6,5,5,16,3,,,,,,,,,,,,,,,2,2,1,,,,,,,,,,,,,,1972,30,1973,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,5,6,7,,,,,,,,,,,,,,,,,,18,0,0,0,0,0,1,0,0,0,0,0,0,,3,2,1,2002,1,,2,,2,1,10,2,38,44,2340,80,1,1,1,1,4,5,4,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,,2,,,,,,,3,1,,1,6,,1,1,,2,7,,1,1,,1,,,2,2,2,2,,3,,,,,,,,,,,,,,,,,,,,,,3,5,1,5,2,2,5,1,1,2,1,1,5,1,4,2,3,2,2,3,2,15,10,2002,15,0,,,,12,1
ESS1e06_7,1,6.7,23.11.2023,578,BE,1.0,0.8249524831771851,0.4478399157524109,0.36944666504859924,6,3,0,,0,,1,5,0,4,3,2,1,2,1,1,2,1,0,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,5,0,0,0,5,5,4,4,3,3,4,1,2,4,2,1,1,2,1,1,3,2,8,6,1,3,1,2,3,1,2,,1,4,5,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,FRE,000,2,1,,1,,3,2,2,4,4,4,4,4,4,10,10,10,10,10,,10,10,1,1,5,1,2,1,1,0,0,0,0,0,0,0,5,5,5,10,10,10,1,2,1,5,1,5,1,5,7,2,2,1,1,5,1,1,5,5,50,1,5,0,0,0,0,1,0,0,1,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,8,6,4,8,3,2,5,3,6,9,8,8,7,8,8,3,,,,,,,,,,,,,,,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,4,3,4,5,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,0,0,1,0,0,1,0,,,2,1,2001,2,1,,,1,1,1,1,40,40,5141,93,1,1,2,2,1,,2,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,,,3415,1,,2,,40,2,1,,2,5,,1,1,,2,7,,1,1,,1,,,2,2,1,,,3,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,1,2,6,2,1,1,1,1,1,1,6,1,2,1,3,2,1,18,10,2002,18,7,,,,13,1
ESS1e06_7,1,6.7,23.11.2023,1362,BE,1.0,1.2781332731246948,0.4478399157524109,0.5723990797996521,4,0,3,1,0,,6,8,8,7,3,4,2,4,4,2,8,9,6,6,7,6,3,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,9,8,7,6,8,9,3,2,4,2,3,2,2,3,4,4,2,2,2,4,3,2,9,6,1,3,2,4,2,3,2,,2,,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,1,66,,DUT,000,2,1,,1,,2,3,2,2,3,3,3,4,3,8,9,7,6,3,,1,9,4,4,3,4,2,2,2,5,3,5,5,4,4,6,3,2,5,4,8,7,1,1,2,3,2,3,3,8,8,3,4,3,3,4,3,4,4,2,5,3,4,0,0,0,1,1,0,0,1,,,,,,,,,,1,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,10,10,8,5,10,5,8,6,6,5,6,8,9,7,5,16,3,,,,,,,,,,,,,,,6,2,1,2,2,2,2,,,,,,,,,,1986,16,1960,1961,1985,1990,1995,,,,,,,,,,3,3,4,4,4,,,,,,,,,,5,2,2,2,,,,,,,,,,,,,,,,,,10,0,0,0,0,1,0,0,0,0,0,0,0,,2,2,2,,,,,,,,,,,,,,2,,,3,2,,2,2,2,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,3,2,1,,5,,2,2,1,,5,,2,5,,,,2,2,2,2,2,,1,,,,,,,,,,,,,,,,,,,,,,4,5,3,5,4,2,4,4,5,5,3,4,5,2,4,5,5,2,5,2,1,23,10,2002,14,15,10,15,55,12,1
